name,minPlayer,maxPlayer,minTime,maxTime,age,year,designer,auction,diceRoll,tilePlacement,bluff,areaMajority,hiddenRoles,cooperative,workerPlacement,balance,draft,network,stock,trickTaking,burst,setCollection,handManagement,deckBuilding,batting,negotiation,team,actionPoint,variablePhaseOrder,actionPlot,realTime,memory,reasoning,word,action,storyMaking,variablePlayerPower,drawing,legacy,escapeRoom,civilization,fantasy,cthulhu,space,sf,war,exploring,building,territory,animal,detective,mafia,spy,zombie,japan,pirate,farm,music,sports,train,nonTheme
メトロックス：追加マップ集,1.0,99.0,20.0,20.0,8.0,2019.0,林 尚志（Hisashi Hayashi）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
適当なカンケイ,3.0,8.0,50.0,50.0,12.0,2012.0,ステフェン・グレン（Stephen Glenn）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カルテル,2.0,6.0,15.0,15.0,6.0,2018.0,ライナー・クニツィア（Reiner Knizia）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
富士山地下99階,2.0,4.0,15.0,30.0,10.0,2019.0,sangenya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サグラダ,1.0,4.0,20.0,40.0,14.0,2017.0,エイドリアン・アダメスキュー（Adrian Adamescu）ダリル・アンドリューズ（Daryl Andrews）,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トリガー,2.0,4.0,5.0,15.0,6.0,2019.0,斉藤らっこ(Rakko Saitou),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エスノス,2.0,6.0,45.0,60.0,14.0,2017.0,パオロ・モリ（Paolo Mori）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴィランズ,2.0,6.0,50.0,50.0,10.0,2018.0,プロスペロ・ホール（Prospero Hall）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
太陽と月の王国,2.0,5.0,10.0,20.0,8.0,2019.0,のざくに（Nozakuni）オグランド（Ogurand）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
銅と銀の交易者,2.0,4.0,40.0,60.0,10.0,2019.0,レイ(REI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ザ・ギャラリスト,1.0,4.0,120.0,120.0,13.0,2015.0,ヴィタル・ラセルダ（Vital Lacerda）,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マラケシュ / ズライカ,2.0,4.0,30.0,30.0,6.0,2007.0,ドミニク・エルハール（Dominique Ehrhard）,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ボスク,2.0,4.0,20.0,40.0,13.0,2019.0,ダリル・アンドリューズ（Daryl Andrews）エリカ・ブイユリス（Erica Bouyouris）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
アブルクセン,2.0,5.0,20.0,20.0,10.0,2014.0,ミヒャエル・キースリング（Michael Kiesling）ヴォルフガング・クラマー（Wolfgang Kramer）,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
クアックサルバー：薬草使いの魔女たち（拡張）,2.0,5.0,45.0,45.0,10.0,2019.0,ヴォルフガング・ヴァルシュ（Wolfgang Warsch）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スクエアオンセール,3.0,4.0,60.0,60.0,10.0,2005.0,沢田 大樹（Taiju Sawada）,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ドラゴンズストーンリバイズド,2.0,5.0,30.0,45.0,12.0,2018.0,坂下 裕一（Yuichi Sakashita）,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カタカナレインボウ,1.0,6.0,10.0,10.0,6.0,2019.0,川崎 晋（Susumu Kawasaki）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
おしりとれ,4.0,6.0,30.0,30.0,6.0,2018.0,トクラ ケン（Ken Tokura）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブルームーンシティー,2.0,4.0,60.0,60.0,10.0,2006.0,ライナー・クニツィア（Reiner Knizia）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
マラケシュ,3.0,4.0,60.0,60.0,12.0,1996.0,シュテファン・ドラ（Stefan Dorra）,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
がちがちプリンス,3.0,6.0,20.0,20.0,8.0,2014.0,蜂須賀 敏浩（Toshihiro Hachisuka）,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ぱーぷりるぷりー,5.0,8.0,10.0,10.0,8.0,2016.0,蜂須賀 敏浩（Toshihiro Hachisuka）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チョコレートシーフ,2.0,2.0,5.0,5.0,8.0,2017.0,スパ帝国（Supateikoku）蜂須賀 敏浩（Toshihiro Hachisuka）,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宇宙すごろく,4.0,6.0,15.0,15.0,8.0,2017.0,蜂須賀 敏浩（Toshihiro Hachisuka）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松永久秀トリック,3.0,5.0,20.0,20.0,10.0,2016.0,蜂須賀 敏浩（Toshihiro Hachisuka）,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ダイスでポン！,1.0,9999.0,1.0,9999.0,6.0,2003.0,NIK北条 投了（Toryo Hojo）,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハイテンション利休 拡張1：壱と拾,4.0,6.0,20.0,20.0,8.0,2017.0,蜂須賀 敏浩（Toshihiro Hachisuka）,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
チキンダイスの塔,2.0,5.0,15.0,30.0,8.0,2015.0,蜂須賀 敏浩（Toshihiro Hachisuka）,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワードミノ,2.0,4.0,10.0,20.0,7.0,2018.0,かぶき けんいち（Kabuki Kenichi）,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ミニオン バナナゲーム,3.0,5.0,20.0,20.0,10.0,2019.0,橋本 淳志（Atsushi Hashimoto）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミラリス,3.0,6.0,10.0,20.0,8.0,2017.0,オオハシ（Y. Ohashi）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 オーチャード：9カードソリティアゲーム,1.0,1.0,5.0,10.0,8.0,2018.0,マーク・タック（Mark Tuck）,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
幻影探偵団：新装改訂版,3.0,4.0,60.0,90.0,12.0,2019.0,福島 了（Ryo Fukushima）,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
アーカム・ノワール 事件簿2　雷鳴に招かれしもの,1.0,1.0,30.0,30.0,14.0,2018.0,イヴ・トゥリニー（Yves Tourigny）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
詠み人知らず,2.0,10.0,10.0,20.0,10.0,2016.0,MYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カルカソンヌJ,2.0,5.0,30.0,45.0,8.0,2016.0,クラウス＝ユルガン・レード（Klaus-Jürgen Wrede）,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
バン！：ダイスゲーム,3.0,8.0,15.0,15.0,8.0,2013.0,ミヒャエル・パルム（Michael Palm）ルカス・ツァッハ（Lukas Zach）,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ハッピーサーモン：グリーン,3.0,6.0,5.0,5.0,6.0,2016.0,Ken GruhlQuentin Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イシュタル：バビロンの庭園,2.0,4.0,45.0,45.0,14.0,2019.0,ブルーノ・カタラ（Bruno Cathala）エヴァン・シン（Evan Singh）,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイスワイドシャット,2.0,5.0,15.0,20.0,8.0,2018.0,ナカムラ サトル（Nakamura Satoru）,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
陰謀の聖堂騎士,7.0,10.0,15.0,30.0,13.0,2014.0,マイケル・ミンデス（Michael Mindes）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新・成敗,3.0,8.0,30.0,60.0,10.0,2016.0,カナイセイジ（Seiji Kanai）,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニューベッドフォード,1.0,4.0,75.0,75.0,12.0,2016.0,ナサニエル・レヴァン（Nathaniel Levan）,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
リチュアル,2.0,5.0,15.0,30.0,8.0,2018.0,鈴木 陽太（Yota Suzuki）押切 隼 (Hayato Oshikiri),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピラニア・ペドロ,2.0,6.0,30.0,40.0,8.0,2004.0,イェンス・ペーター・シュリーマン（Jens-Peter Schliemann）,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チケットトゥライド：10周年記念版 多言語版,2.0,5.0,30.0,60.0,8.0,2014.0,アラン・ムーン（Alan R. Moon）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
フラクション・ポーカー,2.0,4.0,15.0,30.0,8.0,2018.0,溝内　滋（Shigeru Mizouchi）溝内　宏（Hiroshi Mizouchi）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大熊山,2.0,4.0,30.0,45.0,9.0,2018.0,溝内　滋（Shigeru Mizouchi）溝内　宏（Hiroshi Mizouchi）,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
トレンド,2.0,5.0,15.0,30.0,8.0,2018.0,溝内　滋（Shigeru Mizouchi）溝内　宏（Hiroshi Mizouchi）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホステージ・ネゴシエーター,1.0,1.0,20.0,20.0,13.0,2015.0,AJポルフィリオ（A. J. Porfirio）,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
アズール,2.0,4.0,30.0,45.0,8.0,2017.0,ミヒャエル・キースリング（Michael Kiesling）,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アートライン：エルミタージュ美術館,2.0,6.0,20.0,30.0,8.0,2019.0,ティル・F.ティンクト（Till F. Teenck）,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドミネイトグレイルウォー ～フェイト/ステイナイト オン ボードゲーム～,3.0,7.0,45.0,60.0,14.0,2019.0,バカファイア（BakaFire）,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プララーヤ,2.0,5.0,20.0,30.0,10.0,2015.0,オオハシ（Y. Ohashi）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陰謀,2.0,6.0,30.0,30.0,8.0,2006.0,ルッツ・シュテポナート（Lutz Stepponat）,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お先に失礼しま～す！,2.0,4.0,20.0,30.0,8.0,2008.0,フィリップ・デ・パリエール（Philippe des Pallieres）,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チーズのお城,2.0,4.0,30.0,30.0,6.0,2007.0,イェンス・ペーター・シュリーマン（Jens-Peter Schliemann）ベルンハルト・ヴェーバー（Bernhard Weber）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ロール・スルー・ジ・エイジ,1.0,4.0,30.0,45.0,8.0,2008.0,マット・リーコック（Matt Leacock）,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
マスカレイド,2.0,13.0,30.0,30.0,10.0,2013.0,ブルーノ・フェイドゥッティ（Bruno Faidutti）,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
